id,n_of_stars,date,text
1al,5.0,"may 18th, 2020",ValleyHeat is consistently awesome! Good price on this tins and great shipping speed!
1al,5.0,"may 18th, 2020","Solid Flower, not sure of SFVBoys origin but this stuff is far better than what I can source locally and 1/2 the price"
1al,5.0,"may 18th, 2020","Sent the wrong strain, no big deal but I went ahead and sent a message to let you know. The Platinum OG is pretty good bud, nothing too special, but it's worth the coin."
1al,5.0,"may 18th, 2020","I am an avid customer and have yet to be disappointed. I ordered on Friday, delivered Monday! Product is fire and the packaging is stealthy! Thanks ValleyHeat!"
1al,5.0,"may 17th, 2020","More than 3.5g per tin 
Gas / Fast Shipping /"
1al,5.0,"may 16th, 2020","Good shipping, and good stuff"
1al,5.0,"may 16th, 2020","Mines came on day 6. Assuming it due to was COVID. Anyways, awesome product. Definitely will be purchasing again as soon as possible"
1al,5.0,"may 16th, 2020","Enjoyed both tins. I got Brucer Banner and Platinum OG. I enjoyed both strains, especially Bruce Banner, which produced an uplifting and relaxing effect. Did direct-pay and got my order in 5 days. I will defintely be ordering more!"
1al,5.0,"may 16th, 2020",As advertised. Will be back
1al,5.0,"may 16th, 2020",A+ Great service.Dank bud.
1al,5.0,"may 15th, 2020",lack of communication from the vendor but the package eventually arrived. thanks!
1al,5.0,"may 14th, 2020",Here in 2 days. Awesome quality.  Highly reccomend!
1al,5.0,"may 14th, 2020",thanks again vh! sorry for the late finalize
1al,5.0,"may 13th, 2020","Came lightning fast and is exactly as-described. Good stuff, thank you ValleyHeat!"
1al,5.0,"may 13th, 2020",Fire as always with a great selection ty again
1al,5.0,"may 13th, 2020",10/10
1al,5.0,"may 13th, 2020",Bruce Banner rocked my world
1al,5.0,"may 13th, 2020",Perfect as always
1al,5.0,"may 11th, 2020",Perfecto VH!!!!
1al,5.0,"may 11th, 2020","Amazing quality, the cannamart gear looks delicious as well!"
1al,5.0,"may 11th, 2020","Excellent stealth and packaging.  Haven't had time to try, will update as needed."
1al,2.0,"may 11th, 2020",Fast shipping but very disappointed with the quality. I don't what these people are talking medical grade. This is some freaking old mid-grade. Sucks.
1al,5.0,"may 10th, 2020",Definitely some medical grade weed.
1al,5.0,"may 10th, 2020","truly amazing, all the way around. 10/10"
1al,5.0,"may 9th, 2020",Thank you!
1al,5.0,"may 9th, 2020","WOW I am so so stoked right now. Just got my pack. Beautiful customer service, OUTSTANDING product, with a totally unexpected bonus inside! Just awesome. Fantastic experience! No doubt I will be back."
1al,5.0,"may 9th, 2020","The black diamond OG got me very high, great stuff"
1al,5.0,"may 9th, 2020","This is my 3rd order with this vendor, and the shipping speed is phenomenal. Stealth is great and buds are tasty. I've only tried one strain so far but I know they are all bomb. THANK YOU!!"
1al,5.0,"may 8th, 2020",4DD instead of 2 amid the roni i'd say that's damn good. thanks VH!
1al,5.0,"may 8th, 2020","Once again I am very pleased with the product, the delivery time and the packaging! I can't wait to try more, thanks!"
1al,5.0,"may 8th, 2020","ordered bruce banner and tangie cream, guess they ran out of tangie cream. was shipped platinum og instead. either way, shipping was prompt and product is surprisingly good for the price. would recommend if youre on the fence."
1al,5.0,"may 7th, 2020",amazing thanks valleyheat!! always the best product and stealth!! cant wait to smoke  all these!! will update with my fav strains and a review in tree house later.
1al,5.0,"may 7th, 2020",Shipping was really fast for some of the best bud i've ever had. Only downside was they must have ran out of 2 of the kinds I requested so I got 2 of another one sent in their place.
1al,5.0,"may 7th, 2020",Currently stoned. If you want a fire vendor with fire bud look no further than Valley.
1al,5.0,"may 7th, 2020",Fuck yeah Valley <3
1al,5.0,"may 6th, 2020",Blueberry OG has good nose and smokes good. Fast shipping and good communication.
1al,4.0,"may 6th, 2020","Strong product for the price.  Good nose, but not loud. The can packing is nice too."
1al,5.0,"may 6th, 2020","Quick ship, great quality - thanks!"
1al,5.0,"may 5th, 2020",T2D 3 Budiness days. No boof. Cans weight 3.5g-3.78g
1al,5.0,"may 5th, 2020",Great Weed
1al,5.0,"may 5th, 2020","Stupid fast shipping, top notch stealth, and a fantastic product to boot! Got exactly what I asked for."
1al,5.0,"may 5th, 2020",quality product.
1al,5.0,"may 5th, 2020",In the door n out in literally 5 min... VH for the win
1al,5.0,"may 4th, 2020","Got the tangie cream and black diamond. Haven't tried the black diamond yet, but the tangie is a good upper. Strong with a good taste and nose."
1al,5.0,"may 3rd, 2020",this is gas and it's not that bad of a price!
1al,5.0,"may 3rd, 2020",well packaged and as advertised.  I'm very satisfied.
1al,5.0,"may 2nd, 2020",A++ Dank. Recommended.
1al,5.0,"may 2nd, 2020","Ordered Friday, received Monday
Got Bruce Banner and Black Diamond OG, like requested
Pack was secure and came without any damage
Smoked a bowl of Bruce Banner before my shift and it went by like a breeze.
Thanks VH, will for sure be hitting you back up."
1al,5.0,"may 2nd, 2020","Fuckin Valley man... Valley Valley Valley. You are my boy. You are reliable, always super dank. Fast ship. Oh how I love you Valley."
1al,5.0,"may 2nd, 2020","Fast shipping, good bud."
1al,5.0,"may 1st, 2020",Quality fresh bud for quality price
1al,5.0,"may 1st, 2020",Gas!!
1al,5.0,"may 1st, 2020","Excellent transaction here.  Super fast shipping even in the midst of this pandemic, and very secure package.  Great price for good weed, and I love these tuna cans.  I know some people have philosophical issues with them, but I love them.  Keeps it nice and fresh while sealed and it usually takes me a while to get through flowers as I mostly smoke hash (when I can find it). Thanks ValleyHeat!  I will surely be back for more."
1al,5.0,"may 1st, 2020","Shipping was extremely stealth, products showed up a few days after purchase, cannot wait to try out, will be back, thank you!"
1al,5.0,"may 1st, 2020",Very tasty.  Fast shipping. Excellent customer service.5/5
1al,5.0,"may 1st, 2020",Awesome. Great variety of herb for every need.
1al,5.0,"may 1st, 2020","3 business days to EC, shockingly good quality and variety"
1al,5.0,"may 1st, 2020",Fire!!!
1al,5.0,"apr 30th, 2020",Fire af :) Gobsmacked by how first-rate & chill VH is. I made a request with this order and they went above and beyond not to disappoint. That level of customer service is much appreciated! 1luv all!
1al,5.0,"apr 30th, 2020","Great product, great price. I'm president of SFV fanclub"
1al,5.0,"apr 30th, 2020",Tangie Cream was real good
1al,5.0,"apr 29th, 2020",so DANK. for the price to ship in little tins is AWESOME.
1al,5.0,"apr 29th, 2020","FE: VH always gets me these amazing tins with stellar timing and stealth, will update this review once the goods arrive! UPDATE: A mixup led to me being sent a shit load of shatter instead. He sorted out the reship immediately and let me keep all the shatter, beautiful vendor with beautiful products."
1al,5.0,"apr 29th, 2020","I'm so sorry for not finalizing promptly. 10/10 for hella fast shipping speed,  stealth,  taste and consistency!"
1al,5.0,"apr 29th, 2020",Perfect as always
1al,5.0,"apr 29th, 2020",The King!
1al,5.0,"apr 28th, 2020",Great shipping!
1al,5.0,"apr 28th, 2020",Awesome!!!! Thanks!!! <3 Best buds!
1al,5.0,"apr 28th, 2020",super fast shipping product is fire
1al,5.0,"apr 28th, 2020","Arrived fast, looks and smells great cant wait to try it,, thanks VH"
1al,5.0,"apr 27th, 2020",I love the individual tins. It seems to keep the freshness much longer. Great bud for the price.
1al,5.0,"apr 27th, 2020",I wish I could afford this regularly.
1al,5.0,"apr 27th, 2020",Mad discreet and super fire bud!!! Tins are dope af no capp
1al,5.0,"apr 26th, 2020",Excellent vendor with amazing products. Seriously try this vendor out. I'm extremely happy with my orders.
1al,5.0,"apr 25th, 2020","2D on the EC,and astounding quality. A+++++ :)"
1al,5.0,"apr 25th, 2020",2dd to EC
1al,5.0,"apr 25th, 2020",its littttttt
1al,5.0,"apr 25th, 2020","As always, fast as funk with these bois. Product smells floral as a flamingo. 11/10"
1al,5.0,"apr 24th, 2020",Fire shit bro!!
1al,5.0,"apr 24th, 2020",Solid
1al,5.0,"apr 24th, 2020",The best bud around over here. You cant beat the price.
1al,5.0,"apr 24th, 2020","Very pleased with this product! Good bud. great shipping speed, and great stealth. Thanks!"
1al,5.0,"apr 24th, 2020",Top of the line with Valley Heat!
1al,5.0,"apr 23rd, 2020",strong pack came fast
1al,5.0,"apr 23rd, 2020","Awesome man, great to do business with you again!"
1al,5.0,"apr 23rd, 2020","Some really great quality flower for the price. Got blueberry og and black diamond og. Blueberry has a really strong fruity nose with dense sugary nugs. The black diamond is a little less sugary and smell is just as pungent but more earthy and piney. Both smoke smooth and taste good, great heady high. Thanks again VH."
1al,5.0,"apr 23rd, 2020",I was affected by the incident early this week. He was a man of there word an offered to resend or refund
1al,5.0,"apr 23rd, 2020",Arrived in a timely manner. Very good quality. Packaging is excellent at maintaining freshness. Tried a few varieties and was most impressed by the Amnesia Haze.
1al,5.0,"apr 22nd, 2020",Product came exactly like pictured and very fast shipping!
1al,5.0,"apr 22nd, 2020",perfect as per usual A+ will buy again
1al,5.0,"apr 21st, 2020",Amazing quality as always
1al,5.0,"apr 21st, 2020",These are the best price i found on tins and they are still good + custy love them thank you VH
1al,5.0,"apr 20th, 2020",They helped me out when I messaged asking questions which was great! It got here in just a couple days after they shipped the item. Packaging was extremely discreet and when I got it today on 420 I was VERY pleased. I didn't expect it to get here in time. Oh and it smells great for the price! This definitely will be my main flower retailer! *2 Thumbs Up*
1al,5.0,"apr 20th, 2020",Smells and looks amazing!! Arrived perfectly on time too!
1al,5.0,"apr 20th, 2020",goood stuff
1al,5.0,"apr 19th, 2020","Smells like absolute gas. 10/10 Customer service, best vendor."
1al,5.0,"apr 18th, 2020","Very fast shipping! Product looks like decent mid grades and smells nice. Worth the price, and the air sealed tin is rather convenient."
1al,5.0,"apr 18th, 2020",good stuff
1al,5.0,"apr 18th, 2020",Stealth shipping was on point and got here just in time for 4/20. Quality product. The only complaint I have is that I didn't order enough!
1al,5.0,"apr 18th, 2020",ValleyHeat always on point thanks VH
1al,5.0,"apr 18th, 2020",good
1al,5.0,"apr 18th, 2020",Fast and Easy!!! Will get again.
1al,5.0,"apr 18th, 2020",Super sick canned bud. Thx as always valley
1al,5.0,"apr 17th, 2020",Shipped quick but quality wasn't as good as it has been in the past. Still love ya though VH.
1al,5.0,"apr 17th, 2020","thank you, stay safe"
1al,5.0,"apr 16th, 2020",Awesome from start to couchlock.
1al,5.0,"apr 16th, 2020","Was sent two FIRE strains this week. Bruce Banner had a Dense long finger-like nug that made up the eighth while Amnesia Haze had more of a fluffier structure with smaller nugs. Both are STICKY and POTENT buds, very happy with how both smoke and taste. The only difference between the two i'd say is the trim and density of the nugs, Bruce Banner is good for folks who like a tighter trim on their nugs while Amnesia Haze has that machine trim that volumizes into a bowl/blunt more. 10/10 <3"
1al,5.0,"apr 16th, 2020",Excellent
1al,5.0,"apr 16th, 2020","Super fast shipping, 2days, highly recommend"
1al,5.0,"apr 16th, 2020","great price for these, arrived super fast coast to coast 3 days"
1al,5.0,"apr 15th, 2020",FFFFFFFFUUUUUUUUUUUUEEEEEEEEEGGGGGGGGGGGOOOOOOOO!!!!!
1al,5.0,"apr 15th, 2020","Quick shipping, received in 2-3 days. Not the very best, but still top shelf / very good mids. Easy 5 stars at this price. Bonus for packaging/size."
1al,5.0,"apr 15th, 2020",Fast shipping. These cans are great. Very loud!
1al,5.0,"apr 14th, 2020",Great products and shipping speed! Especially with everything going on!
1al,5.0,"apr 14th, 2020",Great products and shipping speed! Especially with everything going on!
1al,5.0,"apr 14th, 2020",good shit customers love em
1al,5.0,"apr 14th, 2020","I'm so sotu for not finalizing immediately, didn't have internet access. Anyway. I'm super pleased with this transaction. It was shipped hella fast, 2 day delivery. Stealth was great,weight on point and I got the strains I requested. Buds are tasty, pretty, and smoke smooth. Thank you,  I'll be back again!"
1al,5.0,"apr 13th, 2020",Great!
1al,5.0,"apr 13th, 2020","A+, Great Vendor!!"
1al,5.0,"apr 12th, 2020",Ggood experience. Fast shipping. Recommended.
1al,5.0,"apr 12th, 2020",super nice trim and dry on both strains I got. Gets me pretty high and the tins are a nice litle touch.
1al,5.0,"apr 12th, 2020","Ordered Friday, arrived Monday. Amazing shipping speed and the bruce banner is great! Highly recommended."
1al,5.0,"apr 12th, 2020",dope stuff
1al,5.0,"apr 11th, 2020","A+ vendor. Product is as described, quality is awesome for the price. Shipping speed was insanely fast. Will be ordering from this vendor again."
1al,5.0,"apr 11th, 2020","I'm used to mids and generally go for quantity over quality to support my daily smoking habit. I decided to treat myself to a better quality and sample one of each of these strains (at the time of writing: Bruce Banner, Platinum OG, Amnesia Haze, and Jack Herer) to see if the quality is worth the price of a full O. I'll just say I was blown away. While what I usually smoke are mids, they still fuck me up when ripped hard. The first I tried here, Amnesia Haze, took me to another level. A++"
